event,meet,stroke,gender,distance,records,entries
11,2025 Pss Westmont Complete Meet Results,Freestyle,Women,400,"[['World', '3:55.38', '7/23/2023', 'Airiarne Titmus', 'AUS'], ['American', '3:56.46', '8/7/2016', 'Katie Ledecky', 'USA'], ['U.S. Open', '3:57.94', '5/17/2018', 'Katie Ledecky', 'Stanford'], ['World', '3:55.38', '7/23/2023', 'Airiarne Titmus', 'AUS'], ['American', '3:56.46', '8/7/2016', 'Katie Ledecky', 'USA'], ['U.S. Open', '3:57.94', '5/17/2018', 'Katie Ledecky', 'Stanford']]","[[1, 'Mary-Sophie Harvey', 25, 'Team Quebec-IT', '4:15.64', '4:08.67'], [2, 'Gabriele Roncatto Goncalves', 26, 'Brazil-IT', '4:15.03', '4:09.01'], [3, 'Maria Fernanda Costa', 22, 'Brazil-IT', '4:13.54', '4:11.67'], [4, 'Madi Mintenko', 17, 'Pikes Peak Athletics-CO', '4:13.38', '4:13.50'], [5, 'Marian Ploeger', 18, 'Univ. Of Michigan Swim Team-MI', '4:19.58', '4:16.33'], [6, 'Maria Paula Heitmann', 26, 'Sesc RJ-IT', '4:17.77', '4:17.48'], [7, 'Abby Dunford', 19, 'Sarasota Sharks-FL', '4:20.60', '4:17.91'], [8, 'Vivien Jackl', 16, 'Hungary-IT', '4:19.19', '4:24.33'], [9, 'Tiana Kritzinger', 19, 'Australia-IT', '4:20.98', '4:14.25'], [10, 'Lainey Mullins', 19, 'Unattached - Irish Aq-IN', '4:24.00', '4:19.20'], [11, 'Beatriz Pimentel Dizotti', 24, 'Brazil-IT', '4:20.63', '4:20.11'], [12, 'Brooke Bennett', 17, 'Pleasanton Seahawks-PC', '4:23.63', '4:21.53'], [13, 'Grace Alegi', 16, 'Sarasota Sharks-FL', '4:23.59', '4:22.60'], [14, 'Maxine Clark', 16, 'University of Calgary Swim Clu-IT', '4:23.42', '4:23.01'], [15, 'Allison Kelly', 15, 'Bolles School Sharks-FL', '4:27.31', '4:27.27'], [16, 'Heidi Stoute', 15, 'Bolles School Sharks-FL', '4:28.48', '4:28.02'], [17, 'Luci Gutierrez', 17, 'Westchester Aquatic Club-MR', '4:30.22', '4:27.06'], [18, 'Rylee Hutchinson', 16, 'Pleasanton Seahawks-PC', '4:30.92', '4:28.91'], [19, 'Lolly Milbaum', 17, 'Sarasota Sharks-FL', '4:30.63', '4:29.07']]"
12,2025 Pss Westmont Complete Meet Results,Freestyle,Men,400,"[['World', '3:40.07', '7/26/2009', 'Paul Biederman', 'GER'], ['American', '3:42.78', '8/10/2008', 'Larsen Jensen', 'USA'], ['U.S. Open', '3:43.53', '6/29/2008', 'Larsen Jensen', 'Trojan'], ['World', '3:40.07', '7/26/2009', 'Paul Biederman', 'GER'], ['American', '3:42.78', '8/10/2008', 'Larsen Jensen', 'USA'], ['U.S. Open', '3:43.53', '6/29/2008', 'Larsen Jensen', 'Trojan']]","[[1, 'Samuel Short', 21, 'Australia-IT', '3:47.01', '3:44.83'], [2, 'Carson Foster', 23, 'Mason Manta Rays-OH', '3:50.19', '3:46.42'], [3, 'Guilherme Costa', 26, 'Sesc RJ-IT', '3:49.78', '3:46.74'], [4, 'Luka Mijatovic', 15, 'Pleasanton Seahawks-PC', '3:50.22', '3:48.95'], [5, 'Aiden Hammer', 17, 'King Aquatic Club-PN', '3:53.59', '3:51.35'], [6, 'Ryan Erisman', 18, 'Laker Swim-FL', '3:52.20', '3:52.30'], [7, 'Stephan de Freitas Steverink', 21, 'Flamengo Rio de Janeiro-IT', '3:52.17', '3:52.64'], [8, 'Ilia Sibirtsev', 23, 'Uzbekistan Aquat-IT/Cardin', '3:51.93', '3:52.80'], [9, 'Aaron Shackell', 20, 'Carmel Swim Club-IN', '3:55.13', '3:54.22'], [10, 'Alec Enyeart', 21, 'Tsunami Swim Team of K.C.-MV', '3:57.64', '3:54.41'], [11, 'Sean Atkinson', 18, 'Unattached-IN', '3:55.66', '3:54.73'], [12, 'Tim Wu', 16, 'Pleasanton Seahawks-PC', '4:00.71', '3:58.22'], [13, 'Misha Lyubavskiy', 23, 'Longhorn Aquatics-ST', '4:00.36', '3:58.52'], [14, 'Guilherme Escudero', 17, 'Flamengo Rio de Janeiro-IT', '3:59.45', '3:59.29'], [15, 'Vitor Sega', 20, 'Georgia Tech Swimming-GA', '3:59.62', '4:00.82'], [16, 'Caleb Romero Serrano', 17, 'Team Puerto Rico-IT', '4:01.81', '4:02.43'], [17, 'Sebastian Paulins', 26, 'Team Quebec-IT', '4:01.86', '4:01.06'], [18, 'Nicholas Subagyo', 21, 'Oly Swimming-MI', '4:03.47', '4:01.89'], [19, 'Jack Callan', 24, 'Unattached-IN', '4:03.89', '4:02.06'], [20, 'Quinn Cynor', 22, 'Unattached-IL', '4:02.14', '4:02.43'], [21, 'Edouard Duffy', 19, 'Team Quebec-IT', '4:03.45', '4:06.08'], [22, 'Wiley Spinner', 18, 'Unattached-IL', '4:08.89', '4:07.12'], [23, 'Xavier Sohovich', 18, 'Bolles School Sharks-FL', '4:12.43', '4:09.72'], [24, 'Charlie Tracy', 18, 'Unattached-IN', '4:11.93', '4:11.24'], [25, 'Charlie Tracy', 18, 'Unattached-IN', '4:00.96', '4:11.93'], [26, 'Xavier Sohovich', 18, 'Bolles School Sharks-FL', '3:56.43', '4:12.43']]"
13,2025 Pss Westmont Complete Meet Results,Freestyle,Women,200,"[['World', '1:52.23', '6/12/2024', 'Ariarne Titmus', 'AUS'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.13', '3/3/2023', 'Summer McIntosh', 'Sarasota Sharks-'], ['World', '1:52.23', '6/12/2024', 'Ariarne Titmus', 'AUS'], ['American', '1:53.61', '7/31/2012', 'Allison Schmitt', 'USA Olympic Team'], ['U.S. Open', '1:54.13', '3/3/2023', 'Summer McIntosh', 'Sarasota Sharks-']]","[[1, 'Simone Manuel', 28, 'Longhorn Aquatics-ST', '1:59.71', '1:57.54'], [2, 'Mary-Sophie Harvey', 25, 'Team Quebec-IT', '1:58.92', '1:57.81'], [3, 'Rylee Erisman', 15, 'Laker Swim-FL', '1:58.86', '1:58.43'], [4, 'Madi Mintenko', 17, 'Pikes Peak Athletics-CO', '2:00.47', '1:58.55'], [5, 'Regan Smith', 23, 'Longhorn Aquatics-ST', '2:00.89', '1:58.70'], [6, 'Maria Fernanda Costa', 22, 'Brazil-IT', '2:00.43', '1:59.65'], [7, 'Isabel Ivey', 24, 'Gator Swim Club-FL', '2:00.20', '1:59.82'], [8, 'Gabriele Roncatto Goncalves', 26, 'Brazil-IT', '2:00.56', '2:00.73'], [9, 'Ekaterina Nikonova', 21, 'Unattached-IL', '2:02.91', '2:01.93'], [10, 'Maria Paula Heitmann', 26, 'Sesc RJ-IT', '2:02.23', '2:02.04'], [11, 'Nathalia Siqueira Almeida', 28, 'Brazil-IT', '2:03.67', '2:03.11'], [12, 'Ines Marin Alexandre', 23, 'Unattached-CO', '2:04.70', '2:03.28'], [13, 'Tiana Kritzinger', 19, 'Australia-IT', '2:04.63', '2:03.81'], [14, 'Maxine Clark', 16, 'University of Calgary Swim Clu-IT', '2:05.22', '2:04.78'], [15, 'Rachel Klinker', 24, 'California Aquatics-PC', '2:05.79', '2:05.59'], [16, 'Brynn Lavigueur', 17, 'Sarasota Sharks-FL', '2:06.43', '2:06.26'], [17, 'Vivien Jackl', 16, 'Hungary-IT', '2:07.26', '2:05.11'], [18, 'Allison Kelly', 15, 'Bolles School Sharks-FL', '2:06.56', '2:05.39'], [19, 'Luci Gutierrez', 17, 'Westchester Aquatic Club-MR', '2:11.56', '2:08.87']]"
14,2025 Pss Westmont Complete Meet Results,Freestyle,Men,200,"[['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine'], ['World', '1:42.00', '7/28/2009', 'Paul Biedermann', 'GER'], ['American', '1:42.96', '8/12/2008', 'Michael Phelps', 'USA'], ['U.S. Open', '1:44.10', '7/1/2008', 'Michael Phelps', 'Club Wolverine']]","[[1, 'Shaine Casas', 25, 'Longhorn Aquatics-ST', '1:49.43', '1:47.17'], [2, 'Maximillian Giuliani', 21, 'Australia-IT', '1:49.48', '1:47.21'], [3, 'Guilherme Costa', 26, 'Sesc RJ-IT', '1:48.80', '1:47.62'], [4, 'Grant House', 26, 'Sun Devil Swimming-AZ', '1:49.07', '1:47.73'], [5, 'Ryan Erisman', 18, 'Laker Swim-FL', '1:48.92', '1:48.29'], [6, 'Samuel Short', 21, 'Australia-IT', '1:48.29', '1:48.31'], [7, 'Luka Mijatovic', 15, 'Pleasanton Seahawks-PC', '1:48.73', '1:48.55'], [8, 'Laon Kim', 16, 'University of Calgary Swim Clu-IT', '1:49.55', '1:49.88'], [9, 'Aaron Shackell', 20, 'Carmel Swim Club-IN', '1:49.64', '1:48.98'], [10, 'Jack Dahlgren', 25, 'Aquajets Swim Team-MN/UMIZ', '1:49.86', '1:50.27'], [11, 'Ilia Sibirtsev', 23, 'Uzbekistan Aquat-IT/Cardin', '1:50.79', '1:50.32'], [12, 'Patrick Branon', 19, 'Unattached-IN', '1:51.01', '1:50.38'], [13, 'Stephan de Freitas Steverink', 21, 'Flamengo Rio de Janeiro-IT', '1:50.47', '1:50.45'], [14, 'Vitor Sega', 20, 'Georgia Tech Swimming-GA', '1:51.68', '1:50.47'], [15, 'Tim Wu', 16, 'Pleasanton Seahawks-PC', '1:51.70', '1:51.73'], [16, 'Quinn Cynor', 22, 'Unattached-IL', '1:51.22', '1:52.26'], [17, 'Aiden Hammer', 17, 'King Aquatic Club-PN', '1:51.74', '1:50.87'], [18, 'Hrvoje Tomic', 20, 'Unattached-IN', '1:52.13', '1:50.97'], [19, 'Sean Atkinson', 18, 'Unattached-IN', '1:52.13', '1:51.04'], [20, 'Jonathan Tan', 22, 'Singapore-IT', '1:51.87', '1:51.50'], [21, 'Sebastien Voicu', 20, 'Team Quebec-IT', '1:53.26', '1:52.38'], [22, 'Nicholas Subagyo', 21, 'Oly Swimming-MI', '1:53.61', '1:52.57'], [23, 'Guilherme Escudero', 17, 'Flamengo Rio de Janeiro-IT', '1:52.99', '1:52.78'], [24, 'Cole Pratt', 22, 'Swimming Canada-IT', '1:51.96', '1:53.54'], [25, 'Nicholas Subagyo', 21, 'Oly Swimming-MI', '1:52.95', '1:53.61'], [26, 'Gabriel Tortola', 18, 'Plantation Swim Team-FG', '1:53.80', '1:53.70'], [27, 'Zachary Parise', 18, 'Team Quebec-IT', '1:51.09', '1:53.88'], [28, 'Caleb Romero Serrano', 17, 'Team Puerto Rico-IT', '1:52.69', '1:53.99'], [29, 'Edouard Duffy', 19, 'Team Quebec-IT', '1:54.10', '1:54.15'], [30, 'Ricky Balduccini', 20, 'Georgia Tech Swimming-GA', '1:52.68', '1:54.31'], [31, 'Chase Maier', 17, 'Fox Valley Swim Team-IL', '1:53.03', '1:54.56'], [33, 'Wiley Spinner', 18, 'Unattached-IL', '1:53.70', '1:55.89'], [34, 'George Patterson', 17, 'Valparaiso Swim Club-IN', '1:54.27', '1:56.01'], [35, 'Xavier Sohovich', 18, 'Bolles School Sharks-FL', '1:51.61', '1:56.23'], [36, 'Liam Carrington', 16, 'Bolles School Sharks-FL', '1:54.83', '1:56.46'], [37, 'Sebastian Paulins', 26, 'Team Quebec-IT', '1:53.44', '1:56.77'], [38, 'Jack Sullivan', 19, 'Unattached-IN', '1:53.01', '1:57.13'], [39, 'Andy Kravchenko', 17, 'Bolles School Sharks-FL', '1:53.87', '1:58.66'], [41, 'Antoine Destang', 16, 'Bolles School Sharks-FL', '1:53.60', '1:58.95']]"
15,2025 Pss Westmont Complete Meet Results,Breaststroke,Women,50,"[['World', '29.16', '7/30/2023', 'Ruta Meilutyte', 'LTU'], ['American', '29.40', '7/30/2017', 'Lilly King', 'USA'], ['U.S. Open', '29.62', '6/10/2018', 'Lilly King', 'Indiana Univ'], ['World', '29.16', '7/30/2023', 'Ruta Meilutyte', 'LTU'], ['American', '29.40', '7/30/2017', 'Lilly King', 'USA'], ['U.S. Open', '29.62', '6/10/2018', 'Lilly King', 'Indiana Univ']]","[[1, 'Lilly King', 28, 'Indiana Swim Club-IN', '31.24', '30.55'], [2, 'Anita Bottazzo', 21, 'Unattached-FL', '31.44', '30.65'], [3, 'Anna Elendt', 23, 'Longhorn Aquatics-ST', '31.30', '30.95'], [4, 'Kate Douglass', 23, 'New York Athletic Club-MR', '31.32', '31.18'], [5, 'Sophie Angus', 25, 'Swimming Canada-IT', '31.70', '31.90'], [6, 'Macarena Ceballos', 30, 'Argentina-IT', '32.05', '32.05'], [7, 'Gabriele Assis', 15, 'Flamengo Rio de Janeiro-IT', '32.59', '32.14'], [8, 'Maddie Moreth', 16, 'Valparaiso Swim Club-IN', '32.44', '32.70'], [9, 'Imane El Barodi', 24, 'Georgia Tech Swimming-GA', '33.27', '32.88'], [10, 'Cecilia Howard', 18, 'Bellevue Club Swim Team-PN', '33.27', '32.94'], [11, 'Brynn Lavigueur', 17, 'Sarasota Sharks-FL', '33.27', '33.40'], [12, 'Lauren Jablonski', 18, 'Fmc Aquatic-IL', '33.89', '33.55'], [13, 'Lucy Parson', 15, 'Uss Destroyers Swim Club-IA', '33.84', '33.63'], [14, 'Madi King', 15, 'Lake Forest Swim Club-IL', '34.17', '33.65'], [15, 'Nicole Christensen', 18, 'Unattached Mvn-CA', '34.79', '33.72'], [16, 'Erin Griffis', 15, 'Unattached Pasa-PC', '34.25', '34.78'], [17, 'Vivian Taylor', 15, 'Unattached Mvn-CA', '35.18', '34.43'], [18, 'Pilar King', 16, 'Unattached-GA', '36.18', '35.66'], [19, 'Meagan Davis', 19, 'Unattached-GA', '36.40', '35.91']]"
16,2025 Pss Westmont Complete Meet Results,Breaststroke,Men,50,"[['World', '25.95', '7/25/2017', 'Adam Peaty', 'GBR'], ['American', '26.45', '3/21/2022', 'Nic Fink', 'USA'], ['U.S. Open', '26.52', '4/28/2022', 'Michael Andrew', 'MA Swim Academy'], ['World', '25.95', '7/25/2017', 'Adam Peaty', 'GBR'], ['American', '26.45', '3/21/2022', 'Nic Fink', 'USA'], ['U.S. Open', '26.52', '4/28/2022', 'Michael Andrew', 'MA Swim Academy']]","[[3, 'Michael Andrew', 25, 'Sun Devil Swimming-AZ', '27.61', '27.21'], [4, 'Uros Zivanovic', 19, 'Georgia Tech Swimming-GA', '28.03', '27.83'], [5, 'Garrett Clasen', 24, 'Fmc Aquatic-IL', '28.04', '28.06'], [6, 'AJ Pouch', 24, 'Pinnacle Racing-VA', '28.83', '28.45'], [7, 'Dante Nicola Rho', 20, 'McKendree University-OZ/Unattached', '28.51', '28.54'], [8, 'Joao Rodrigues', 22, 'Georgia Tech Swimming-GA', '28.63', '28.57'], [9, 'Apollo Hess', 22, 'Swimming Canada-IT', '28.99', '28.52'], [10, 'Jonah Lee', 18, 'Valparaiso Swim Club-IN', '29.03', '28.93'], [11, 'William Wheeler', 19, 'Unattached-IN', '29.32', '29.01'], [12, 'Alexanrdre Landry', 21, 'Sudbury Laurentian Swim Club-IT', '29.02', '29.08'], [13, 'Louis Joos', 17, 'Bolles School Sharks-FL', '29.66', '29.20'], [16, 'Giulian Martin', 18, 'Hurricane Aquatics-FG', '29.58', '29.81'], [17, 'Lucas Young', 17, 'Bolles School Sharks-FL', '29.77', '29.47'], [18, 'Eldad Zamir', 18, 'Bolles School Sharks-FL', '30.13', '29.48'], [19, 'Mark-Anthony Thompson', 22, 'Unattached-FG', '29.81', '29.97']]"
17,2025 Pss Westmont Complete Meet Results,Butterfly,Women,50,"[['World', '24.43', '7/5/5014', 'Sarah Sjoestroem', 'SWE'], ['World', '24.43', '7/5/5014', 'Sarah Sjoestroem', 'SWE']]","[[1, 'Kate Douglass', 23, 'New York Athletic Club-MR', '26.12', '25.71'], [2, 'Lily Price', 22, 'Australia-IT', '26.28', '25.80'], [3, 'Beata Nelson', 26, 'Wisconsin Aquatics-WI', '26.83', '26.42'], [4, 'Simone Manuel', 28, 'Longhorn Aquatics-ST', '26.82', '26.46'], [5, 'Penny Oleksiak', 24, 'Mission Viejo Nadadores-CA', '26.82', '26.47'], [6, 'Matea Gigovic', 16, 'Swimming Canada-IT', '26.84', '26.50'], [7, 'Erika Connolly', 26, 'Tennessee Aquatics-SE', '27.34', '26.68'], [8, 'Kylie Masse', 29, 'Swimming Canada-IT', '27.03', '27.00'], [9, 'Nina Stanisavljevic', 20, 'Georgia Tech Swimming-GA', '27.84', '26.87'], [10, 'Ingrid Wilm', 26, 'Swimming Canada-IT', '27.36', '26.90'], [11, 'Zora Ripkova', 22, 'Georgia Tech Swimming-GA', '27.81', '27.19'], [12, 'Alexia Sotomayor', 18, ""Saint Andrew's Aquatics-FG"", '27.47', '27.50'], [13, 'Sofia Revilak Fonseca', 27, 'Unattached-NT', '27.74', '27.57'], [14, 'Andrea Sansores De La Fuent', 25, 'Unattached-NT', '27.77', '27.66'], [15, 'Olivia Detter', 19, 'Unattached-PC', '27.72', '27.79'], [16, 'Imane El Barodi', 24, 'Georgia Tech Swimming-GA', '27.83', '28.94'], [17, 'Sienna Rodgers', 17, 'University of Calgary Swim Clu-IT', '28.16', '27.84'], [18, 'Joice Otero Rocha', 16, 'Flamengo Rio de Janeiro-IT', '27.91', '27.89'], [21, 'Maya Hetland', 16, 'Palo Alto Stanford Aquatics-PC', '28.62', '28.04'], [22, 'Lila Bleakney', 19, 'Northwestern University ST-IL', '28.96', '28.50'], [23, 'Maddi Hayashi', 19, 'Unattached-IL', '28.79', '29.24'], [27, 'Maya Hetland', 16, 'Palo Alto Stanford Aquatics-PC', '1:01.86', '28.62'], [28, 'Rachel Klinker', 24, 'California Aquatics-PC', '59.06', '28.73'], [29, 'Maddi Hayashi', 19, 'Unattached-IL', '1:02.34', '28.79'], [30, 'Ylfa Kristmannsdottir', 16, 'Sunddeild Armanns-IT', '1:04.39', '28.87'], [31, 'Lila Bleakney', 19, 'Northwestern University ST-IL', '1:01.09', '28.96'], [32, 'Abigail Heizer', 18, 'Spartan Aquatic Club-GA', '1:03.34', '29.11'], [33, 'Pilar King', 16, 'Unattached-GA', '1:04.02', '29.58']]"
18,2025 Pss Westmont Complete Meet Results,Butterfly,Men,50,"[['World', '22.27', '7/1/2018', 'Andrii Govorov', 'UKR'], ['American', '22.35', '7/16/2022', 'Caeleb Dressel', 'USA'], ['World', '22.27', '7/1/2018', 'Andrii Govorov', 'UKR'], ['American', '22.35', '7/16/2022', 'Caeleb Dressel', 'USA']]","[[1, 'Michael Andrew', 25, 'Sun Devil Swimming-AZ', '23.96', '23.57'], [2, 'Ulises Cazau', 19, 'Argentina-IT', '23.88', '23.74'], [3, 'Mikel Schreuders', 26, 'Sun Devil Swimming-AZ', '23.83', '23.76'], [4, 'Jonathan Tan', 22, 'Singapore-IT', '24.32', '23.91'], [5, 'Robin Yeboah', 21, 'Georgia Tech Swimming-GA', '24.03', '23.95'], [6, 'Roman Rybin', 34, 'King Aquatic Club-PN', '24.27', '23.96'], [7, 'Kayky Marquart Mota', 25, 'Tennessee Aquatics-SE', '24.31', '24.14'], [8, 'Kamal Muhammad', 21, 'Unattached-CA', '24.14', '24.45'], [9, 'Camilo Marrugo Montano', 22, 'Club Navegantes del Valle-IT', '24.39', '24.23'], [10, 'Sofus Balladone', 22, 'Oly Swimming-MI', '24.41', '24.26'], [11, 'Caleb Carlisle', 19, 'Unattached-WI', '24.72', '24.51'], [12, 'Nicolas Sobenes', 20, 'Dallas Mustangs-NT/Souther', '24.82', '24.55'], [13, 'Gal Shlegel', 22, 'Northwestern University ST-IL', '24.66', '24.75'], [14, 'Peyton Bartsch', 20, 'Unattached-ND', '25.04', '24.76'], [15, 'Tristan Dorville', 17, 'Bolles School Sharks-FL', '25.67', '25.06'], [16, 'Finn Winkler', 20, 'Fishers Area Swimming Tigers-IN', '25.17', '25.23'], [17, 'Jiantong Liu', 20, 'Evolution Racing Club-CA', '26.53', '25.78'], [18, 'Jonah Lee', 18, 'Valparaiso Swim Club-IN', '26.63', '26.48'], [19, 'Sebastien Voicu', 20, 'Team Quebec-IT', '26.09', '26.80'], [20, 'Aidan Levine', 17, 'Tampa Bay Aquatics-FL', '26.22', '27.04'], [25, 'Luke McIntosh', 15, 'Tampa Bay Aquatics-FL', '1:00.40', '27.53']]"
19,2025 Pss Westmont Complete Meet Results,Backstroke,Women,200,"[['World', '2:03.14', '3/10/2023', 'Kaylee McKeown', 'AUS'], ['American', '2:03.35', '7/23/2019', 'Regan Smith', 'USA'], ['U.S. Open', '2:03.80', '6/28/2023', 'Regan Smith', 'Sun Devil Swimmi'], ['World', '2:03.14', '3/10/2023', 'Kaylee McKeown', 'AUS'], ['American', '2:03.35', '7/23/2019', 'Regan Smith', 'USA'], ['U.S. Open', '2:03.80', '6/28/2023', 'Regan Smith', 'Sun Devil Swimmi']]","[[1, 'Regan Smith', 23, 'Longhorn Aquatics-ST', '2:13.19', '2:08.33'], [2, 'Rhyan White', 25, 'Wolfpack Elite-NC', '2:11.65', '2:09.34'], [3, 'Madison Kryger', 16, 'Swimming Canada-IT', '2:11.96', '2:11.44'], [4, 'Katharine Berkoff', 24, 'Wolfpack Elite-NC', '2:13.30', '2:12.19'], [5, ""Teagan O'Dell"", 18, 'Unattached Mvn-CA', '2:12.96', '2:13.19'], [6, 'Ingrid Wilm', 26, 'Swimming Canada-IT', '2:16.55', '2:14.62'], [7, 'Justine Murdock', 21, 'Unattached-IL', '2:16.47', '2:14.75'], [8, 'Alexia Sotomayor', 18, ""Saint Andrew's Aquatics-FG"", '2:14.96', '2:15.03'], [9, 'Florence Robitaille', 16, 'Team Quebec-IT', '2:17.77', '2:15.03'], [10, 'Julie Mishler', 17, 'Fishers Area Swimming Tigers-IN', '2:17.81', '2:16.21'], [11, 'Ines Arnall', 16, 'Westchester Aquatic Club-MR', '2:18.94', '2:17.51'], [12, 'Ariel Wang', 20, 'Washington State University-IE', '2:18.06', '2:17.68'], [13, 'Alba Arnall', 16, 'Westchester Aquatic Club-MR', '2:20.54', '2:17.69'], [14, 'Taylor McCoy', 25, 'Cougar Aquatics-IE', '2:17.73', '2:18.04'], [15, 'Madi Mintenko', 17, 'Pikes Peak Athletics-CO', '2:19.47', '2:18.84'], [16, 'Martine Sorel', 19, 'Team Quebec-IT', '2:19.37', '2:20.15'], [17, 'Giulia Viacava', 18, 'Veritas Swimming-NE', '2:21.97', '2:22.40']]"
20,2025 Pss Westmont Complete Meet Results,Backstroke,Men,200,"[['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn'], ['World', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['American', '1:51.92', '7/31/2009', 'Aaron Peirsol', 'USA'], ['U.S. Open', '1:53.08', '7/11/2009', 'Aaron Peirsol', 'Longhorn']]","[[1, 'Shaine Casas', 25, 'Longhorn Aquatics-ST', '2:03.34', '1:58.51'], [2, 'Cole Pratt', 22, 'Swimming Canada-IT', '2:03.55', '1:59.44'], [3, 'Tommy Janton', 21, 'Unattached-IN', '2:00.23', '2:00.53'], [4, 'Yeziel Morales', 29, 'Mission Viejo Nadadores-CA', '2:01.88', '2:01.40'], [5, 'Jack Dolan', 24, 'Sun Devil Swimming-AZ', '2:01.44', '2:02.15'], [6, 'David Gerchik', 24, 'Northwestern University ST-IL', '2:02.80', '2:02.30'], [7, 'Paul Moody', 16, 'Great Waves Aquatics-LE', '2:02.81', '2:02.48'], [8, 'David Melnychuk', 18, 'Sarasota Sharks-FL', '2:03.44', '2:02.74'], [9, 'Patrick Groters', 26, 'Mission Viejo Nadadores-CA', '2:07.39', '2:05.45'], [10, 'Luke McIntosh', 15, 'Tampa Bay Aquatics-FL', '2:06.54', '2:05.47'], [11, 'Matt Pietsch', 20, 'Unattached-WY', '2:06.86', '2:05.48'], [12, 'Carter Cox', 17, 'King Aquatic Club-PN', '2:07.75', '2:07.11'], [13, 'Tyler Bardak', 18, 'Fox Valley Swim Team-IL', '2:09.31', '2:07.53'], [14, 'Tim Wu', 16, 'Pleasanton Seahawks-PC', '2:07.65', '2:07.69'], [15, 'Denys Mialkovskyi', 17, 'Blue Hen Aquatics-MA', '2:06.20', '2:08.72'], [16, 'Aidan Levine', 17, 'Tampa Bay Aquatics-FL', '2:13.84', '2:16.81'], [17, 'Sascha Macht', 19, 'Bolles School Sharks-FL', '2:09.51', '2:06.27'], [18, 'Liam Carrington', 16, 'Bolles School Sharks-FL', '2:10.15', '2:09.91']]"
21,2025 Pss Westmont Complete Meet Results,IM,Women,400,"[['World', '4:24.38', '5/16/2024', 'Summer McIntosh', 'CAN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:26.98', '3/7/2025', 'Summer McIntosh', 'Sarasota Sharks-'], ['World', '4:24.38', '5/16/2024', 'Summer McIntosh', 'CAN'], ['American', '4:31.12', '6/29/2008', 'Katie Hoff', 'North Baltimore'], ['U.S. Open', '4:26.98', '3/7/2025', 'Summer McIntosh', 'Sarasota Sharks-']]","[[2, 'Mary-Sophie Harvey', 25, 'Team Quebec-IT', '4:48.06', '4:44.31'], [3, 'Kelsey Zhang', 17, 'Unattached Pasa-PC', '5:01.34', '4:51.95'], [4, 'Vivien Jackl', 16, 'Hungary-IT', '4:52.73', '4:52.37'], [5, 'Lainey Mullins', 19, 'Unattached - Irish Aq-IN', '4:59.44', '4:55.95'], [6, 'Stephanie Iannaccone', 20, 'Walnut Creek Aquabears-PC', '4:56.61', '4:57.03'], [7, 'Kamila Blanchard', 17, 'Team Quebec-IT', '4:59.57', '5:00.24'], [8, 'Rylee Hutchinson', 16, 'Pleasanton Seahawks-PC', '4:59.90', '5:00.99'], [9, 'Brooke Bennett', 17, 'Pleasanton Seahawks-PC', '5:01.41', '4:56.24'], [10, 'Annie Nicholson-Jodoin', 16, 'Team Quebec-IT', '5:05.91', '4:58.43'], [11, 'Erin Griffis', 15, 'Unattached Pasa-PC', '5:04.28', '5:00.39'], [12, 'Cecilia Howard', 18, 'Bellevue Club Swim Team-PN', '5:03.33', '5:01.14'], [13, 'Lolly Milbaum', 17, 'Sarasota Sharks-FL', '5:09.69', '5:05.85'], [14, 'Nicole Christensen', 18, 'Unattached Mvn-CA', '5:09.79', '5:07.79'], [15, 'Madi King', 15, 'Lake Forest Swim Club-IL', '5:12.20', '5:08.39']]"
