event,meet,stroke,gender,distance,source_file,meet_category,event_type,results
1,2010_Nescac_Msd_Results,Freestyle Relay,Men,200,2010_NESCAC_MSD_Results.txt,txts,relay,[]
2,2010_Nescac_Msd_Results,Breaststroke,Men,50,2010_NESCAC_MSD_Results.txt,txts,individual,"[{'name': 'Nathan Mecray', 'yr': 'SO', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '26.15', 'finals_time': '26.46', 'prelim_rank': '1', 'final_rank': '1'}, {'name': 'Ian Nichols', 'yr': 'FR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '26.86', 'finals_time': '26.60', 'prelim_rank': '4', 'final_rank': '2'}, {'name': 'Mason Roberts', 'yr': 'SO', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '26.86', 'finals_time': '26.71', 'prelim_rank': '4', 'final_rank': '5'}, {'name': 'Jared Mereness', 'yr': 'SR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.13', 'finals_time': '26.78', 'prelim_rank': '7', 'final_rank': '6'}, {'name': 'Zed Debbaut', 'yr': 'JR', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '26.69', 'finals_time': '26.92', 'prelim_rank': '2', 'final_rank': '7'}, {'name': 'Gordy Jenkins', 'yr': 'JR', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.20', 'finals_time': '27.23', 'prelim_rank': '8', 'final_rank': '8'}, {'name': 'Sam Perley', 'yr': 'SR', 'school': 'Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.33', 'finals_time': '27.10', 'prelim_rank': '10', 'final_rank': '9'}, {'name': 'Matt Vukich', 'yr': 'JR', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.76', 'finals_time': '27.46', 'prelim_rank': '15', 'final_rank': '13'}, {'name': 'Will Griffin', 'yr': 'SO', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.79', 'finals_time': '27.48', 'prelim_rank': '16', 'final_rank': '14'}, {'name': 'Daeus Jorento', 'yr': 'FR', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.60', 'finals_time': '27.49', 'prelim_rank': '11', 'final_rank': '15'}, {'name': 'Craig Zevin', 'yr': 'JR', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.60', 'finals_time': '27.82', 'prelim_rank': '11', 'final_rank': '16'}, {'name': 'Darren Thomason', 'yr': 'JR', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.97', 'finals_time': '27.60', 'prelim_rank': '17', 'final_rank': '17'}, {'name': 'Kuan Huang', 'yr': 'SO', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.16', 'finals_time': '28.14', 'prelim_rank': '20', 'final_rank': '18'}, {'name': 'Wes Fantini', 'yr': 'FR', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.57', 'finals_time': '28.29', 'prelim_rank': '24', 'final_rank': '19'}, {'name': 'Cameron Mercer', 'yr': 'JR', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.52', 'finals_time': '28.38', 'prelim_rank': '23', 'final_rank': '20'}, {'name': 'Alex McKeown', 'yr': 'SO', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.07', 'finals_time': '28.43', 'prelim_rank': '19', 'final_rank': '21'}, {'name': 'Tom Youngblood', 'yr': 'FR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.21', 'finals_time': '28.51', 'prelim_rank': '21', 'final_rank': '22'}, {'name': 'Reilly Taylor', 'yr': 'SR', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.33', 'finals_time': '28.72', 'prelim_rank': '22', 'final_rank': '23'}, {'name': 'Adam Spierer', 'yr': 'FR', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.06', 'finals_time': '28.77', 'prelim_rank': '18', 'final_rank': '24'}, {'name': 'Greg McElroy', 'yr': 'SO', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.91', 'finals_time': None, 'prelim_rank': '3', 'final_rank': None}, {'name': 'Lawrence', 'yr': 'Chan', 'school': 'SR Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '26.98', 'finals_time': None, 'prelim_rank': '6', 'final_rank': None}, {'name': 'Peter Debbaut', 'yr': 'SO', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.31', 'finals_time': None, 'prelim_rank': '13', 'final_rank': None}, {'name': 'Peem Chatikavanij', 'yr': 'JR', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '29.58', 'finals_time': None, 'prelim_rank': '25', 'final_rank': None}, {'name': 'Peter Hirsch', 'yr': 'SO', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '30.72', 'finals_time': None, 'prelim_rank': '26', 'final_rank': None}, {'name': 'Walker Peterson', 'yr': 'JR', 'school': 'Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '31.73', 'finals_time': None, 'prelim_rank': '27', 'final_rank': None}, {'name': 'Blake Titcomb', 'yr': 'FR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '29.73', 'finals_time': None, 'prelim_rank': '28', 'final_rank': None}, {'name': 'Brad Muldrow', 'yr': 'JR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '30.97', 'finals_time': None, 'prelim_rank': '29', 'final_rank': None}]"
3,2010_Nescac_Msd_Results,Butterfly,Men,50,2010_NESCAC_MSD_Results.txt,txts,individual,"[{'name': 'Mac Routh', 'yr': 'SO', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '22.49', 'finals_time': '22.68', 'prelim_rank': '1', 'final_rank': '1'}, {'name': 'Pat', 'yr': 'Troy', 'school': 'SR Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '22.74', 'finals_time': '22.78', 'prelim_rank': '2', 'final_rank': '2'}, {'name': 'Patrick Kinsella', 'yr': 'SR', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.06', 'finals_time': '23.00', 'prelim_rank': '3', 'final_rank': '3'}, {'name': 'Ned Scott', 'yr': 'SO', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.51', 'finals_time': '23.06', 'prelim_rank': '5', 'final_rank': '4'}, {'name': 'Ben Wampler', 'yr': 'SO', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.68', 'finals_time': '23.34', 'prelim_rank': '7', 'final_rank': '5'}, {'name': 'Ryan Trafton', 'yr': 'SO', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.33', 'finals_time': '23.40', 'prelim_rank': '4', 'final_rank': '6'}, {'name': 'Beckett', 'yr': 'Linn', 'school': 'FR Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.52', 'finals_time': '23.59', 'prelim_rank': '6', 'final_rank': '7'}, {'name': 'Ryan Marrano', 'yr': 'SO', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.70', 'finals_time': '23.67', 'prelim_rank': '8', 'final_rank': '8'}, {'name': 'Will McCartan', 'yr': 'FR', 'school': 'Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.97', 'finals_time': '23.77', 'prelim_rank': '15', 'final_rank': '9'}, {'name': 'Kazu Asaga', 'yr': 'SO', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.77', 'finals_time': '23.86', 'prelim_rank': '10', 'final_rank': '10'}, {'name': 'Brian Finnerty', 'yr': 'SR', 'school': 'Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.86', 'finals_time': '23.88', 'prelim_rank': '11', 'final_rank': '11'}, {'name': 'Chris DeConinck', 'yr': 'JR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.99', 'finals_time': '24.00', 'prelim_rank': '16', 'final_rank': '12'}, {'name': 'Jake DeConinck', 'yr': 'JR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.89', 'finals_time': '24.01', 'prelim_rank': '12', 'final_rank': '13'}, {'name': 'Henry Blackford', 'yr': 'SR', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.74', 'finals_time': '24.04', 'prelim_rank': '9', 'final_rank': '14'}, {'name': 'Chris', 'yr': 'Faux', 'school': 'FR Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.90', 'finals_time': '24.08', 'prelim_rank': '13', 'final_rank': '15'}, {'name': 'Patrick Carroll', 'yr': 'JR', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '23.93', 'finals_time': '24.16', 'prelim_rank': '14', 'final_rank': '16'}, {'name': 'Adam Schaffer', 'yr': 'SO', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.13', 'finals_time': '24.18', 'prelim_rank': '17', 'final_rank': '17'}, {'name': 'Stephen Chaponis', 'yr': 'SR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.42', 'finals_time': '24.34', 'prelim_rank': '21', 'final_rank': '18'}, {'name': 'Martin Kafina', 'yr': 'FR', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.46', 'finals_time': '24.41', 'prelim_rank': '23', 'final_rank': '19'}, {'name': 'Andrew Boynton', 'yr': 'JR', 'school': 'Trinity', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.22', 'finals_time': '24.44', 'prelim_rank': '18', 'final_rank': '20'}, {'name': 'Sean Morris', 'yr': 'JR', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.47', 'finals_time': '24.56', 'prelim_rank': '24', 'final_rank': '21'}, {'name': 'Matt', 'yr': 'Kwan', 'school': 'SR Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.44', 'finals_time': '24.60', 'prelim_rank': '22', 'final_rank': '22'}, {'name': 'Tyler Sandoval', 'yr': 'FR', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.65', 'finals_time': '24.70', 'prelim_rank': '25', 'final_rank': '23'}, {'name': 'Jon', 'yr': 'Fung', 'school': 'SO Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '24.39', 'finals_time': '24.76', 'prelim_rank': '20', 'final_rank': '24'}, {'name': 'Kevin McKeown', 'yr': 'JR', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.16', 'finals_time': None, 'prelim_rank': '19', 'final_rank': None}, {'name': 'Chris Pielock', 'yr': 'FR', 'school': 'Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.20', 'finals_time': None, 'prelim_rank': '26', 'final_rank': None}, {'name': 'Sam Andler', 'yr': 'SO', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '26.56', 'finals_time': None, 'prelim_rank': '27', 'final_rank': None}, {'name': 'Jared Courville', 'yr': 'JR', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.86', 'finals_time': None, 'prelim_rank': '27', 'final_rank': None}, {'name': 'Austin Meszaros', 'yr': 'JR', 'school': 'Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.37', 'finals_time': None, 'prelim_rank': '29', 'final_rank': None}, {'name': 'Max Gilbert', 'yr': 'FR', 'school': 'Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '26.39', 'finals_time': None, 'prelim_rank': '30', 'final_rank': None}, {'name': 'EJ Googins', 'yr': 'FR', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.71', 'finals_time': None, 'prelim_rank': '31', 'final_rank': None}, {'name': 'Tanner Horst', 'yr': 'FR', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.56', 'finals_time': None, 'prelim_rank': '32', 'final_rank': None}, {'name': 'Clay Masters', 'yr': 'SR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.67', 'finals_time': None, 'prelim_rank': '33', 'final_rank': None}, {'name': 'James Hootsmans', 'yr': 'FR', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.92', 'finals_time': None, 'prelim_rank': '34', 'final_rank': None}, {'name': 'Colin Kennedy', 'yr': 'SO', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.07', 'finals_time': None, 'prelim_rank': '35', 'final_rank': None}, {'name': 'Jeffrey', 'yr': 'Wong', 'school': 'FR Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '25.47', 'finals_time': None, 'prelim_rank': '36', 'final_rank': None}, {'name': 'John Feminella', 'yr': 'FR', 'school': 'Trinity', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.15', 'finals_time': None, 'prelim_rank': '37', 'final_rank': None}, {'name': 'Chris Fragoso', 'yr': 'SO', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '27.86', 'finals_time': None, 'prelim_rank': '38', 'final_rank': None}, {'name': 'Liam Ziaajer', 'yr': 'SO', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '28.93', 'finals_time': None, 'prelim_rank': '39', 'final_rank': None}]"
4,2010_Nescac_Msd_Results,Freestyle,Men,500,2010_NESCAC_MSD_Results.txt,txts,individual,"[{'name': 'Alex Fraser', 'yr': 'JR', 'school': 'Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:33.92', 'finals_time': '4:29.84!', 'prelim_rank': None, 'final_rank': '1'}, {'name': 'Sheng', 'yr': 'Hu', 'school': 'FR Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:40.00', 'finals_time': '4:42.17', 'prelim_rank': '6', 'final_rank': '6'}, {'name': 'John Armstrong', 'yr': 'FR', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:41.51', 'finals_time': '4:43.96', 'prelim_rank': '7', 'final_rank': '7'}, {'name': 'DJ Taylor', 'yr': 'FR', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:42.07', 'finals_time': '4:45.10', 'prelim_rank': '8', 'final_rank': '8'}, {'name': 'Hunter', 'yr': 'Mims', 'school': 'SR Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:46.52', 'finals_time': '4:44.61', 'prelim_rank': '13', 'final_rank': '10'}, {'name': 'Brendan Fortin', 'yr': 'FR', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:46.61', 'finals_time': '4:45.06', 'prelim_rank': '14', 'final_rank': '11'}, {'name': 'Kevin Smith', 'yr': 'SR', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:42.62', 'finals_time': '4:45.29', 'prelim_rank': '9', 'final_rank': '12'}, {'name': 'Mac Staben', 'yr': 'JR', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:44.67', 'finals_time': '4:46.47', 'prelim_rank': '10', 'final_rank': '13'}, {'name': 'Phil Treesh', 'yr': 'FR', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:45.49', 'finals_time': '4:49.16', 'prelim_rank': '11', 'final_rank': '14'}, {'name': 'Alex Pearlman', 'yr': 'FR', 'school': 'Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:47.21', 'finals_time': '4:50.67', 'prelim_rank': '15', 'final_rank': '15'}, {'name': 'Ryan Pitcairn', 'yr': 'SO', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:48.62', 'finals_time': '4:57.28', 'prelim_rank': '16', 'final_rank': '16'}, {'name': 'Joe Lessard', 'yr': 'JR', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:48.71', 'finals_time': '4:47.52', 'prelim_rank': '17', 'final_rank': '17'}, {'name': 'Jeff Arace', 'yr': 'SO', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:49.39', 'finals_time': '4:47.67', 'prelim_rank': '19', 'final_rank': '18'}, {'name': 'Adam Eramo', 'yr': 'SO', 'school': 'Trinity', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:51.92', 'finals_time': '4:48.35', 'prelim_rank': '23', 'final_rank': '19'}, {'name': 'Tom Cyran', 'yr': 'SO', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:49.73', 'finals_time': '4:49.17', 'prelim_rank': '20', 'final_rank': '20'}, {'name': 'Ethan Litman', 'yr': 'FR', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:50.99', 'finals_time': '4:49.57', 'prelim_rank': '22', 'final_rank': '21'}, {'name': 'Alex Strittmatter', 'yr': 'SO', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:49.37', 'finals_time': '4:51.99', 'prelim_rank': '18', 'final_rank': '22'}, {'name': 'David Hirsch', 'yr': 'SR', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:52.40', 'finals_time': '4:54.06', 'prelim_rank': '24', 'final_rank': '23'}, {'name': 'David Wells', 'yr': 'JR', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:49.82', 'finals_time': '4:58.66', 'prelim_rank': '21', 'final_rank': '24'}, {'name': 'Ryan Colby', 'yr': 'JR', 'school': 'Amherst', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:48.86', 'finals_time': None, 'prelim_rank': '5', 'final_rank': None}, {'name': 'Stuart Horgan', 'yr': 'SO', 'school': 'Williams', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:55.03', 'finals_time': None, 'prelim_rank': '12', 'final_rank': None}, {'name': 'Harry Squires', 'yr': 'JR', 'school': 'Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '4:54.32', 'finals_time': None, 'prelim_rank': '25', 'final_rank': None}, {'name': 'Raymond Rieling', 'yr': 'SO', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:04.30', 'finals_time': None, 'prelim_rank': '26', 'final_rank': None}, {'name': 'Ryan', 'yr': 'Beck', 'school': 'SR Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:04.86', 'finals_time': None, 'prelim_rank': '28', 'final_rank': None}, {'name': 'Kyle Jones', 'yr': 'SR', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:00.40', 'finals_time': None, 'prelim_rank': '29', 'final_rank': None}, {'name': 'Nathaniel Depew', 'yr': 'SO', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:03.75', 'finals_time': None, 'prelim_rank': '30', 'final_rank': None}, {'name': 'Matt Reiff', 'yr': 'JR', 'school': 'Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:11.08', 'finals_time': None, 'prelim_rank': '31', 'final_rank': None}, {'name': 'Kick Sullivan', 'yr': 'SO', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:10.83', 'finals_time': None, 'prelim_rank': '32', 'final_rank': None}, {'name': 'Kris Fleming', 'yr': 'JR', 'school': 'Conn', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:02.14', 'finals_time': None, 'prelim_rank': '33', 'final_rank': None}, {'name': 'Andy Collins', 'yr': 'SO', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:15.24', 'finals_time': None, 'prelim_rank': '34', 'final_rank': None}, {'name': 'Nick Karlson', 'yr': 'FR', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:14.86', 'finals_time': None, 'prelim_rank': '35', 'final_rank': None}, {'name': 'Jake MacNaughton', 'yr': 'SR', 'school': 'Bates', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:13.03', 'finals_time': None, 'prelim_rank': '36', 'final_rank': None}, {'name': 'Dylan Portelance', 'yr': 'FR', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:00.60', 'finals_time': None, 'prelim_rank': '37', 'final_rank': None}, {'name': 'Lou Tamposi', 'yr': 'SO', 'school': 'Tufts', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:03.56', 'finals_time': None, 'prelim_rank': '38', 'final_rank': None}, {'name': 'Andrew McDermott', 'yr': 'JR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:14.53', 'finals_time': None, 'prelim_rank': '39', 'final_rank': None}, {'name': 'Matt Seward', 'yr': 'JR', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:15.21', 'finals_time': None, 'prelim_rank': '40', 'final_rank': None}, {'name': 'Bryan Erickson', 'yr': 'SR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:24.35', 'finals_time': None, 'prelim_rank': '41', 'final_rank': None}, {'name': 'Mark Ramos', 'yr': 'SO', 'school': 'Wesleyan', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:22.19', 'finals_time': None, 'prelim_rank': '42', 'final_rank': None}, {'name': 'Adrian', 'yr': 'Shea', 'school': 'FR Trinity', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:11.44', 'finals_time': None, 'prelim_rank': '43', 'final_rank': None}, {'name': 'Andrew Witkowski', 'yr': 'JR', 'school': 'Hamilton', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:22.69', 'finals_time': None, 'prelim_rank': '44', 'final_rank': None}, {'name': 'Mario Guevara', 'yr': 'JR', 'school': 'Middlebury', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:21.65', 'finals_time': None, 'prelim_rank': '45', 'final_rank': None}, {'name': 'Charlie Wulff', 'yr': 'JR', 'school': 'Colby', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:36.56', 'finals_time': None, 'prelim_rank': '46', 'final_rank': None}, {'name': 'Crosby', 'yr': 'Bain', 'school': 'JR Trinity', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:42.40', 'finals_time': None, 'prelim_rank': '47', 'final_rank': None}, {'name': 'Henry Berghoff', 'yr': 'JR', 'school': 'Bowdoin', 'exhibition': False, 'seed_time': None, 'prelim_time': '5:18.38', 'finals_time': None, 'prelim_rank': '48', 'final_rank': None}]"
